eleveID;filiere;info;bloc;classement
E059;A+B;international;IA;APM_4TC20_TP
E059;A+B;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC10_TP
E059;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|APM_OEL03_TP|CSC_OEL11_TP|CCH_OEL37_TP|CSC_OEL12_TP|PHY_OEL17_TP|PHY_OEL14_TP|PHY_OEL16_TP|CCH_OEL73_TP|PHY_OEL18_TP
E059;A+B;international;SEHS;HSS_OEL44_TP|ECO_OEL40_TP|HSS_OEL46_TP|HSS_OEL32_TP|IME_OEL38_TP|HSS_OEL43_TP|HSS_OEL42_TP|HSS_OEL39_TP|HSS_OEL33_TP|IME_OEL31_TP
E059;A+B;international;Statistique;APM_4TC01_TP|APM_4TC02_TP|APM_4TC03_TP
E059;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E060;A+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E060;A+C;international;Economie du numérique;ECO_OEL30_TP
E060;A+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL61_TP|HSS_OEL56_TP|HSS_OEL53_TP|HSS_OEL50_TP|HSS_OEL58_TP|HSS_OEL57_TP|HSS_OEL65_TP|HSS_OEL51_TP|HSS_OEL52_TP|HSS_OEL59_TP
E060;A+C;international;IA;APM_4TC20_TP
E060;A+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC10_TP
E060;A+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|CSC_OEL12_TP|APM_OEL03_TP|PHY_OEL18_TP|CSC_OEL11_TP|CCH_OEL37_TP|PHY_OEL14_TP|PHY_OEL16_TP|PHY_OEL17_TP|CCH_OEL73_TP
E060;A+C;international;SEHS;HSS_OEL42_TP|ECO_OEL40_TP|HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL33_TP|HSS_OEL43_TP|IME_OEL31_TP|HSS_OEL39_TP|IME_OEL38_TP
E060;A+C;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E060;A+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E061;B+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E061;B+C;international;Economie du numérique;ECO_OEL30_TP
E061;B+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL57_TP|HSS_OEL58_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL53_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL51_TP|HSS_OEL52_TP|HSS_OEL50_TP|HSS_OEL56_TP
E061;B+C;international;IA;APM_4TC20_TP
E061;B+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E061;B+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|APM_OEL03_TP|CSC_OEL12_TP|PHY_OEL14_TP|CSC_OEL11_TP|CCH_OEL73_TP|PHY_OEL18_TP|CCH_OEL37_TP|PHY_OEL17_TP|PHY_OEL16_TP
E061;B+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL43_TP|IME_OEL38_TP|HSS_OEL33_TP|HSS_OEL42_TP|HSS_OEL39_TP|IME_OEL31_TP
E061;B+C;international;Statistique;APM_4TC03_TP|APM_4TC02_TP|APM_4TC01_TP
E061;B+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E062;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E062;A+B;international;Economie du numérique;ECO_OEL30_TP
E062;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL56_TP|HSS_OEL59_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL58_TP|HSS_OEL51_TP|HSS_OEL52_TP
E062;A+B;international;IA;APM_4TC20_TP
E062;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E062;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL11_TP|CSC_OEL13_TP|CSC_OEL07_TP|CCH_OEL37_TP|PHY_OEL14_TP|PHY_OEL18_TP|CSC_OEL12_TP|PHY_OEL16_TP|PHY_OEL17_TP|CCH_OEL73_TP|APM_OEL03_TP
E062;A+B;international;SEHS;HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL44_TP|HSS_OEL32_TP|IME_OEL38_TP|HSS_OEL39_TP|HSS_OEL43_TP|HSS_OEL33_TP|IME_OEL31_TP
E062;A+B;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E062;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E063;B+C;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E063;B+C;international;Economie du numérique;ECO_OEL30_TP
E063;B+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL56_TP|HSS_OEL50_TP|HSS_OEL57_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL52_TP|HSS_OEL59_TP
E063;B+C;international;IA;APM_4TC20_TP
E063;B+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP|FMA_4TC11_TP
E063;B+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL12_TP|CCH_OEL73_TP|PHY_OEL18_TP|CCH_OEL37_TP|CSC_OEL11_TP|PHY_OEL14_TP|PHY_OEL17_TP|APM_OEL03_TP|PHY_OEL16_TP
E063;B+C;international;SEHS;HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL44_TP|HSS_OEL43_TP|ECO_OEL40_TP|HSS_OEL33_TP|HSS_OEL42_TP|IME_OEL38_TP|HSS_OEL39_TP|IME_OEL31_TP
E063;B+C;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E063;B+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E064;A+C;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E064;A+C;international;Economie du numérique;ECO_OEL30_TP
E064;A+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL50_TP|HSS_OEL66_TP|HSS_OEL61_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL51_TP|HSS_OEL57_TP|HSS_OEL52_TP|HSS_OEL65_TP|HSS_OEL56_TP
E064;A+C;international;IA;APM_4TC20_TP
E064;A+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E064;A+C;international;Ouverture scientifique;CSC_OEL13_TP|CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL11_TP|PHY_OEL18_TP|CCH_OEL37_TP|CSC_OEL12_TP|APM_OEL03_TP|CCH_OEL73_TP|PHY_OEL14_TP|PHY_OEL17_TP|PHY_OEL16_TP
E064;A+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL42_TP|HSS_OEL39_TP|HSS_OEL32_TP|ECO_OEL40_TP|IME_OEL38_TP|HSS_OEL43_TP|HSS_OEL33_TP|IME_OEL31_TP
E064;A+C;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E064;A+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E065;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E065;A+B;international;Economie du numérique;ECO_OEL30_TP
E065;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL59_TP|HSS_OEL51_TP|HSS_OEL57_TP
E065;A+B;international;IA;APM_4TC20_TP
E065;A+B;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC10_TP
E065;A+B;international;Ouverture scientifique;CSC_OEL10_TP|PHY_OEL14_TP|PHY_OEL18_TP|CSC_OEL12_TP|PHY_OEL17_TP|CSC_OEL07_TP|CCH_OEL73_TP|CSC_OEL11_TP|PHY_OEL16_TP|CSC_OEL13_TP|CCH_OEL37_TP|APM_OEL03_TP
E065;A+B;international;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|ECO_OEL40_TP|HSS_OEL43_TP|HSS_OEL42_TP|HSS_OEL32_TP|IME_OEL38_TP|IME_OEL31_TP|HSS_OEL33_TP|HSS_OEL39_TP
E065;A+B;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E065;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E066;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E066;A+B;international;Economie du numérique;ECO_OEL30_TP
E066;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL56_TP|HSS_OEL65_TP|HSS_OEL57_TP|HSS_OEL53_TP|HSS_OEL61_TP|HSS_OEL58_TP|HSS_OEL52_TP|HSS_OEL51_TP|HSS_OEL50_TP|HSS_OEL59_TP
E066;A+B;international;IA;APM_4TC20_TP
E066;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E066;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|PHY_OEL14_TP|CSC_OEL12_TP|CSC_OEL11_TP|PHY_OEL17_TP|PHY_OEL18_TP|CCH_OEL37_TP|CSC_OEL13_TP|CCH_OEL73_TP|PHY_OEL16_TP|APM_OEL03_TP
E066;A+B;international;SEHS;HSS_OEL44_TP|HSS_OEL43_TP|HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL42_TP|IME_OEL31_TP|ECO_OEL40_TP|HSS_OEL33_TP|HSS_OEL39_TP|IME_OEL38_TP
E066;A+B;international;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E066;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E067;B+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E067;B+C;international;Economie du numérique;ECO_OEL30_TP
E067;B+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL56_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL57_TP|HSS_OEL61_TP|HSS_OEL51_TP|HSS_OEL65_TP|HSS_OEL59_TP|HSS_OEL52_TP
E067;B+C;international;IA;APM_4TC20_TP
E067;B+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E067;B+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL12_TP|CSC_OEL11_TP|CCH_OEL73_TP|PHY_OEL18_TP|CCH_OEL37_TP|PHY_OEL14_TP|APM_OEL03_TP|PHY_OEL16_TP|PHY_OEL17_TP
E067;B+C;international;SEHS;HSS_OEL32_TP|HSS_OEL42_TP|ECO_OEL40_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL43_TP|HSS_OEL46_TP|IME_OEL38_TP|IME_OEL31_TP|HSS_OEL33_TP
E067;B+C;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E067;B+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E068;B+C;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E068;B+C;international;Economie du numérique;ECO_OEL30_TP
E068;B+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL65_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL66_TP|HSS_OEL51_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL59_TP
E068;B+C;international;IA;APM_4TC20_TP
E068;B+C;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E068;B+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|PHY_OEL18_TP|CSC_OEL11_TP|PHY_OEL14_TP|CCH_OEL37_TP|PHY_OEL17_TP|CSC_OEL12_TP|CCH_OEL73_TP|APM_OEL03_TP|PHY_OEL16_TP
E068;B+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL42_TP|HSS_OEL39_TP|HSS_OEL43_TP|IME_OEL31_TP|HSS_OEL33_TP|IME_OEL38_TP
E068;B+C;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E068;B+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E069;A+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E069;A+C;international;Economie du numérique;ECO_OEL30_TP
E069;A+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL61_TP|HSS_OEL50_TP|HSS_OEL66_TP|HSS_OEL57_TP|HSS_OEL56_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL59_TP|HSS_OEL51_TP
E069;A+C;international;IA;APM_4TC20_TP
E069;A+C;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E069;A+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|PHY_OEL18_TP|PHY_OEL14_TP|CSC_OEL11_TP|PHY_OEL17_TP|CCH_OEL73_TP|APM_OEL03_TP|CSC_OEL12_TP|CCH_OEL37_TP|PHY_OEL16_TP
E069;A+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL42_TP|HSS_OEL43_TP|HSS_OEL39_TP|HSS_OEL33_TP|IME_OEL38_TP|IME_OEL31_TP
E069;A+C;international;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E069;A+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E070;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E070;A+B;international;Economie du numérique;ECO_OEL30_TP
E070;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL53_TP|HSS_OEL61_TP|HSS_OEL56_TP|HSS_OEL57_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL51_TP|HSS_OEL50_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL52_TP
E070;A+B;international;IA;APM_4TC20_TP
E070;A+B;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E070;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL11_TP|CCH_OEL37_TP|CSC_OEL12_TP|PHY_OEL14_TP|CCH_OEL73_TP|PHY_OEL18_TP|APM_OEL03_TP|PHY_OEL17_TP|PHY_OEL16_TP
E070;A+B;international;SEHS;HSS_OEL43_TP|HSS_OEL44_TP|HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL32_TP|HSS_OEL33_TP|HSS_OEL39_TP|IME_OEL38_TP|IME_OEL31_TP
E070;A+B;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E070;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E071;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E071;A+B;international;Economie du numérique;ECO_OEL30_TP
E071;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL58_TP|HSS_OEL50_TP|HSS_OEL61_TP|HSS_OEL65_TP|HSS_OEL59_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL57_TP
E071;A+B;international;IA;APM_4TC20_TP
E071;A+B;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC10_TP
E071;A+B;international;Ouverture scientifique;CSC_OEL12_TP|CSC_OEL10_TP|CSC_OEL07_TP|PHY_OEL14_TP|CSC_OEL11_TP|CSC_OEL13_TP|APM_OEL03_TP|PHY_OEL18_TP|CCH_OEL37_TP|PHY_OEL16_TP|CCH_OEL73_TP|PHY_OEL17_TP
E071;A+B;international;SEHS;HSS_OEL43_TP|HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL42_TP|HSS_OEL32_TP|HSS_OEL33_TP|IME_OEL38_TP|IME_OEL31_TP|HSS_OEL39_TP|ECO_OEL40_TP
E071;A+B;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E071;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E072;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E072;A+B;international;Economie du numérique;ECO_OEL30_TP
E072;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL56_TP|HSS_OEL66_TP|HSS_OEL58_TP|HSS_OEL65_TP|HSS_OEL51_TP|HSS_OEL50_TP|HSS_OEL59_TP|HSS_OEL53_TP|HSS_OEL57_TP|HSS_OEL61_TP|HSS_OEL52_TP
E072;A+B;international;IA;APM_4TC20_TP
E072;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E072;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|CSC_OEL11_TP|PHY_OEL17_TP|CCH_OEL73_TP|PHY_OEL18_TP|CSC_OEL12_TP|PHY_OEL14_TP|APM_OEL03_TP|PHY_OEL16_TP|CCH_OEL37_TP
E072;A+B;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|IME_OEL38_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL42_TP|HSS_OEL43_TP|IME_OEL31_TP|HSS_OEL39_TP|HSS_OEL33_TP
E072;A+B;international;Statistique;APM_4TC01_TP|APM_4TC03_TP|APM_4TC02_TP
E072;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E073;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E073;A+B;international;Economie du numérique;ECO_OEL30_TP
E073;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL65_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL56_TP|HSS_OEL52_TP|HSS_OEL50_TP|HSS_OEL51_TP|HSS_OEL57_TP
E073;A+B;international;IA;APM_4TC20_TP
E073;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC10_TP|FMA_4TC13_TP
E073;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL13_TP|CSC_OEL07_TP|CSC_OEL11_TP|CSC_OEL12_TP|PHY_OEL18_TP|PHY_OEL17_TP|PHY_OEL16_TP|CCH_OEL37_TP|PHY_OEL14_TP|APM_OEL03_TP|CCH_OEL73_TP
E073;A+B;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL42_TP|HSS_OEL43_TP|IME_OEL38_TP|HSS_OEL33_TP|HSS_OEL39_TP|IME_OEL31_TP
E073;A+B;international;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E073;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E074;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL25_TP|HSS_OEL22_TP
E074;A+B;international;Economie du numérique;ECO_OEL30_TP
E074;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL56_TP|HSS_OEL50_TP|HSS_OEL53_TP|HSS_OEL58_TP|HSS_OEL61_TP|HSS_OEL65_TP|HSS_OEL52_TP|HSS_OEL57_TP|HSS_OEL59_TP|HSS_OEL51_TP
E074;A+B;international;IA;APM_4TC20_TP
E074;A+B;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC10_TP
E074;A+B;international;Ouverture scientifique;CSC_OEL13_TP|CSC_OEL10_TP|CSC_OEL12_TP|CSC_OEL07_TP|CSC_OEL11_TP|PHY_OEL14_TP|APM_OEL03_TP|CCH_OEL37_TP|PHY_OEL16_TP|CCH_OEL73_TP|PHY_OEL17_TP|PHY_OEL18_TP
E074;A+B;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL32_TP|HSS_OEL43_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL39_TP|IME_OEL31_TP|HSS_OEL33_TP|IME_OEL38_TP
E074;A+B;international;Statistique;APM_4TC02_TP|APM_4TC01_TP|APM_4TC03_TP
E074;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E075;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E075;A+B;international;Economie du numérique;ECO_OEL30_TP
E075;A+B;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL56_TP|HSS_OEL61_TP|HSS_OEL66_TP|HSS_OEL53_TP|HSS_OEL51_TP|HSS_OEL57_TP|HSS_OEL52_TP|HSS_OEL58_TP|HSS_OEL59_TP|HSS_OEL65_TP|HSS_OEL50_TP
E075;A+B;international;IA;APM_4TC20_TP
E075;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC13_TP|FMA_4TC12_TP|FMA_4TC10_TP
E075;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL12_TP|CSC_OEL13_TP|PHY_OEL17_TP|CSC_OEL11_TP|APM_OEL03_TP|CCH_OEL37_TP|CCH_OEL73_TP|PHY_OEL18_TP|PHY_OEL16_TP|PHY_OEL14_TP
E075;A+B;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL42_TP|ECO_OEL40_TP|HSS_OEL39_TP|HSS_OEL43_TP|IME_OEL38_TP|HSS_OEL32_TP|IME_OEL31_TP|HSS_OEL33_TP
E075;A+B;international;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E075;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E076;A+B;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E076;A+B;international;Economie du numérique;ECO_OEL30_TP
E076;A+B;international;Humanités Contemporaines;HSS_OEL66_TP|HSS_OEL63_TP|HSS_OEL50_TP|HSS_OEL58_TP|HSS_OEL56_TP|HSS_OEL65_TP|HSS_OEL61_TP|HSS_OEL57_TP|HSS_OEL51_TP|HSS_OEL59_TP|HSS_OEL53_TP|HSS_OEL52_TP
E076;A+B;international;IA;APM_4TC20_TP
E076;A+B;international;Optimisation;FMA_4TC11_TP|FMA_4TC12_TP|FMA_4TC13_TP|FMA_4TC10_TP
E076;A+B;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|CCH_OEL73_TP|CSC_OEL11_TP|CSC_OEL12_TP|APM_OEL03_TP|PHY_OEL14_TP|CCH_OEL37_TP|PHY_OEL16_TP|PHY_OEL18_TP|PHY_OEL17_TP
E076;A+B;international;SEHS;HSS_OEL46_TP|HSS_OEL44_TP|HSS_OEL39_TP|HSS_OEL32_TP|HSS_OEL43_TP|ECO_OEL40_TP|HSS_OEL42_TP|HSS_OEL33_TP|IME_OEL31_TP|IME_OEL38_TP
E076;A+B;international;Statistique;APM_4TC03_TP|APM_4TC02_TP|APM_4TC01_TP
E076;A+B;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E077;B+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E077;B+C;international;Economie du numérique;ECO_OEL30_TP
E077;B+C;international;Humanités Contemporaines;HSS_OEL63_TP|HSS_OEL66_TP|HSS_OEL50_TP|HSS_OEL56_TP|HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL57_TP|HSS_OEL61_TP|HSS_OEL51_TP|HSS_OEL53_TP|HSS_OEL52_TP|HSS_OEL59_TP
E077;B+C;international;IA;APM_4TC20_TP
E077;B+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E077;B+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL13_TP|CSC_OEL11_TP|CCH_OEL73_TP|CCH_OEL37_TP|CSC_OEL12_TP|APM_OEL03_TP|PHY_OEL17_TP|PHY_OEL16_TP|PHY_OEL14_TP|PHY_OEL18_TP
E077;B+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL42_TP|HSS_OEL32_TP|ECO_OEL40_TP|HSS_OEL39_TP|HSS_OEL43_TP|IME_OEL38_TP|HSS_OEL33_TP|IME_OEL31_TP
E077;B+C;international;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E077;B+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E078;A+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
E078;A+C;international;Economie du numérique;ECO_OEL30_TP
E078;A+C;international;Humanités Contemporaines;HSS_OEL66_TP|HSS_OEL63_TP|HSS_OEL61_TP|HSS_OEL56_TP|HSS_OEL53_TP|HSS_OEL65_TP|HSS_OEL58_TP|HSS_OEL52_TP|HSS_OEL59_TP|HSS_OEL51_TP|HSS_OEL50_TP|HSS_OEL57_TP
E078;A+C;international;IA;APM_4TC20_TP
E078;A+C;international;Optimisation;FMA_4TC12_TP|FMA_4TC11_TP|FMA_4TC10_TP|FMA_4TC13_TP
E078;A+C;international;Ouverture scientifique;CSC_OEL10_TP|CSC_OEL07_TP|CSC_OEL11_TP|CSC_OEL13_TP|PHY_OEL14_TP|PHY_OEL18_TP|CCH_OEL37_TP|APM_OEL03_TP|CSC_OEL12_TP|CCH_OEL73_TP|PHY_OEL17_TP|PHY_OEL16_TP
E078;A+C;international;SEHS;HSS_OEL44_TP|HSS_OEL46_TP|HSS_OEL42_TP|HSS_OEL33_TP|ECO_OEL40_TP|HSS_OEL32_TP|HSS_OEL43_TP|HSS_OEL39_TP|IME_OEL31_TP|IME_OEL38_TP
E078;A+C;international;Statistique;APM_4TC02_TP|APM_4TC03_TP|APM_4TC01_TP
E078;A+C;international;Sécurité;CSC_4TC31_TP|CSC_4TC30_TP
E079;A+C;international;Droit;HSS_OEL21_TP|HSS_OEL22_TP|HSS_OEL25_TP
