Id Personne;Nom;Prenom;N° INE;Diplôme;Cursus;Régime Inscrip.;Francophone;Filieres
300214;b5496b8fe6a45f0a;d54f209663ea31e5;2b7b0689d9bc8624;ING;36 mois;Etudiant;OUI;SE$$ACCQ
300215;5834ca8f65076244;5f0a214edfa937cc;cfb9a26584def83d;ING;36 mois;Etudiant;OUI;IGR$$TELECOM
300216;bebd66cb506eb609;a3b80818fc18810f;ef5f31b04542d31e;ING;36 mois;Etudiant;OUI;ACCQ$$SLR
300217;3860aa5b0cd12648;25e186d5098b3ae2;e232525a0506be27;ING;36 mois;Etudiant;OUI;ACCQ$$GIN
300218;6491c9584ad76865;98e82fbbbe51c46d;b96a82686e8135f4;ING;36 mois;Etudiant;OUI;MITRO$$DSAI
300219;c1a3b05dfaa35b95;e50eedcf78bafc91;73dd8c0559644a12;ING;36 mois;Etudiant;OUI;SE$$MITRO
300220;bec5e0465992576d;274b0f5b3fc6fce7;3c4a4ca9dc2bf075;ING;36 mois;Etudiant;OUI;MITRO$$DSAI
300221;a0c274f6169d2ac5;d499cf18d55c3e2b;3c05a4ce0fcd19d8;ING;36 mois;Etudiant;OUI;DSAI$$MITRO
300222;ebfab35dc240a86e;d1e913feb1b8da90;859bd0ea913b1c75;ING;36 mois;Etudiant;OUI;DSAI$$MACS
300223;d8be7e12ab143c2a;9dc0582d368971bf;6d8581c5980d60d4;ING;36 mois;Etudiant;OUI;DSAI$$ACCQ
300224;a3770a729edacf0a;aabe4ef65c8c12fb;26b99aee045bdd09;ING;36 mois;Etudiant;OUI;IMA$$SE
300225;7c4c33c663955cdb;6d8ab3ac7cfe9e55;c90ae53cddd60742;ING;36 mois;Etudiant;OUI;ACCQ$$SE
300226;0a75f2b0c65eb75f;6a49206ee7e75e3a;57e201dfc2d830ef;ING;36 mois;Etudiant;OUI;ACCQ$$DSAI
300227;c1bced334835bda4;7f683a2ef78a9eae;88144907bb9959fe;ING;36 mois;Etudiant;OUI;RIO$$GIN
300228;449c87069408bcf5;b4abcf5f5fc02a79;674836bfe076b1c3;ING;36 mois;Etudiant;OUI;DSAI$$SLR
300229;821e778577e51882;62491677fe31a26f;3e2f636f90d3e6e0;ING;36 mois;Etudiant;OUI;SPAI$$SE
300230;8f5af9987a89e35f;0aff552d93ea5637;699af3964a56c555;ING;36 mois;Etudiant;OUI;IMA$$MODS
300231;fd878f9b49abae9d;cd0c1db4e806689b;0adca66e83275aff;ING;36 mois;Etudiant;OUI;MITRO$$SE
300232;f78c131a8be93f42;ad44962e7a89042a;be65ae7eba688043;ING;36 mois;Etudiant;OUI;RIO$$MODS
300233;f11b0d1af9a22235;2e62d8ee4a25aed0;c90c007ad487ae6b;ING;36 mois;Etudiant;OUI;ACCQ$$MODS
300234;4646953014b2aa76;695d876b04e3c0e6;c1eec66c3253563f;ING;36 mois;Etudiant;OUI;SPAI$$DSAI
300235;ad662bf83e00cdc3;bb92d972cf08a147;50444f1169bd5d55;ING;36 mois;Etudiant;OUI;DSAI$$MITRO
300236;5b350f69cb8a00a0;f14d1c5530b72d23;fede409ff84ab3ff;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300237;64744723c9377859;ae84adb41c165041;75ca0ffb6ce6e8e3;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300238;58afe3a82bd0437e;3394b9ed25c64706;b41b75b53574d681;ING;36 mois;Etudiant;OUI;SE$$MITRO
300239;dfea490289621d44;f57c5dc67b2784c3;46e48a0393f7e93e;ING;36 mois;Etudiant;OUI;IMA$$SPAI
300240;a81c83ed5f9732b7;fdd13888ad8b203f;7f7d83fcc133337b;ING;36 mois;Etudiant;OUI;MACS$$RIO
300241;dc1bee1cd0650a39;d0e8bbb78e1ae856;acb5f2ab7a932caf;ING;36 mois;Etudiant;OUI;ACCQ$$DSAI
300242;68fbaeb55a036995;c2622c84abc4c392;a7e17480f7777e64;ING;36 mois;Etudiant;OUI;ACCQ$$DSAI
300243;0fed6d5cc8b8dbb7;ab24a743fa37b7e8;1eefd250e1bf42b2;ING;36 mois;Etudiant;OUI;CYBER$$IMA
300244;80fd4c6e99a7d4a0;1b322d567550f3a2;3ccdcf4a539b5d8f;ING;36 mois;Etudiant;OUI;SPAI$$IMA
300245;67b2ae38011b3500;0ac90b256f56b34b;5e54e013993b553f;ING;36 mois;Etudiant;OUI;IGR$$IMA
300246;aece32a7b47f6c1b;1f32ac69a4e69dcd;c2f0f3afc9f91162;ING;36 mois;Etudiant;OUI;TELECOM$$SLR
300247;5a1019c6b1d5b163;e57a26f601c63907;a5c7bc14478d968d;ING;36 mois;Etudiant;OUI;IMA$$ACCQ
300248;dc86f80c1e472335;f25a58c999833c62;f641ff3371c5227d;ING;36 mois;Etudiant;OUI;DSAI$$MODS
300249;4e166a104a85be61;cc492756ae0e2795;4a132d05ab14370c;ING;36 mois;Etudiant;OUI;ACCQ$$MODS
300250;c37120fc9ce7f8be;f4eb7495c85b0d94;1ed7c4b6cddeeece;ING;36 mois;Etudiant;OUI;CYBER$$GIN
300251;67666bedb96c4f3e;9d166a5cd5e06c58;4c64dae74fa13220;ING;36 mois;Etudiant;OUI;MODS$$DSAI
300252;1a2ab64692baefa5;993545d3d5f8734e;314cfcf50be5e0fb;ING;36 mois;Etudiant;OUI;CYBER$$RIO
300253;49c436a92bf0d5b8;680fa51798eda18e;2a14009c6fcc18ca;ING;36 mois;Etudiant;OUI;SPAI$$GIN
300254;dda4b86f982e2a30;43725b2472200a24;ea3314625220d761;ING;36 mois;Etudiant;OUI;MITRO$$SE
300255;6f6f5f91e5025684;63265a75c9d96d8b;70895212fb1d2e02;ING;36 mois;Etudiant;OUI;DSAI$$MODS
300256;b28aebfbf9fa6751;bdeeaceee44cd04a;c4cb0d545630cf48;ING;36 mois;Etudiant;OUI;MITRO$$RIO
300257;c59876ffdd5f1b32;af947f6df095a9d3;49ab4bf20ebd76a7;ING;36 mois;Etudiant;OUI;MITRO$$CYBER
300258;f8aa64a777ff0a3c;4a2fe82ec684b1f7;70abf48afa663916;ING;36 mois;Etudiant;OUI;ACCQ$$SPAI
300259;09864900d2be4ec5;ea38e86e954a031a;fb4ac0dac5a19a11;ING;36 mois;Etudiant;OUI;IMA$$MITRO
300260;443572bba2da2fc1;dc426e538771017f;117744aacc09f0d2;ING;36 mois;Etudiant;OUI;SE$$SPAI
300261;67f0b2b5c64098bc;568a6a8c39e0ec65;31c366969be17860;ING;36 mois;Etudiant;OUI;GIN$$ACCQ
300262;5a6fcaec5ff97230;010809ec531b66db;28d0913948e630f5;ING;36 mois;Etudiant;OUI;MITRO$$TELECOM
300263;7e880f2462cc01fd;ed501289f680867e;01df719b2bef5bb4;ING;36 mois;Etudiant;OUI;CYBER$$IGR
300264;d5cbeb94fdbd284a;bee51a4a546c2d31;30857af3abcc7bd3;ING;36 mois;Etudiant;OUI;MITRO$$ACCQ
300265;4603f4297c963600;09365228e3dbc09a;cb69df1f1fab08fc;ING;36 mois;Etudiant;OUI;TELECOM$$ACCQ
300266;dbf0c1f2f82273ec;a7f1a9e6d3040e25;e8c183f5e9519ad3;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300267;26ff70c5c1957af7;e335440efbd0b3df;18dd2228bfc74305;ING;36 mois;Etudiant;OUI;DSAI$$SPAI
300268;6eb8f25d3176494c;0b1038094a7f66ff;f635c24442f257db;ING;36 mois;Etudiant;OUI;IGR$$SLR
300269;d1d1ac06bce74fd5;79f2d0d2241b8c8e;a9a9ffc4fa2fa288;ING;36 mois;Etudiant;OUI;SPAI$$RIO
300270;7aa76b96ad88d649;6ba6e53976a5fb7c;f8ea48283cc0268f;ING;36 mois;Etudiant;OUI;SPAI$$RIO
300271;8d681df3fdca3453;b11283843d61103a;89d7778b740a75c6;ING;36 mois;Etudiant;OUI;MODS$$SPAI
300272;528f337d77e55783;079dce6732dee4cc;086fdaa0fce6b42c;ING;36 mois;Etudiant;OUI;ACCQ$$CYBER
300273;6abc8797cf072e0c;bbc0fded2d8b78b8;f55761cb17252182;ING;36 mois;Etudiant;OUI;SLR$$MODS
300274;494d857d95272159;fd5706223853eb54;570a5801c451f447;ING;36 mois;Etudiant;OUI;SE$$IMA
300275;7e537512c409efcc;ebc8d5f4162b93dc;c9b0af606d4e49c7;ING;36 mois;Etudiant;OUI;ACCQ$$IMA
300276;e8fceeb6e4d17439;b1becd29bf1f2ba6;950348106b0ecaeb;ING;36 mois;Etudiant;OUI;MACS$$SPAI
300277;13efd124cae84462;c8c7119046d6d4d8;602518f27e5f32ea;ING;36 mois;Etudiant;OUI;ACCQ$$IMA
300278;f8aa48770df8a9fc;19834777e43bdcda;9275f2a1dcd4df0a;ING;36 mois;Etudiant;OUI;ACCQ$$SPAI
300279;7ffc6cd7975a5ac2;32204df2410f5149;bb2159a3121065cf;ING;36 mois;Etudiant;OUI;SPAI$$MACS
300280;2942e853f791ca5f;eb99cd79a67e4412;1343e4429aa7fdd3;ING;36 mois;Etudiant;OUI;IGR$$ACCQ
300281;96f1b5c6b2118c5f;ecae4ada5058d2fa;4147f865d10baba0;ING;36 mois;Etudiant;OUI;SPAI$$DSAI
300282;664a8c6d1e9e19a0;d2fde7a7e89178c8;0717e7c0d128d091;ING;36 mois;Etudiant;OUI;IGR$$RIO
300283;937ca560d2a7f034;8598d5d65b399224;3072853ea3e3f82b;ING;36 mois;Etudiant;OUI;SE$$ACCQ
300284;c6802254a56fb0ac;d3c656f27fecab61;1e60b0bad0ae2433;ING;36 mois;Etudiant;OUI;RIO$$MITRO
300285;a31a79d9131948c4;8ad2b2f99d009a52;43b338aa35627189;ING;36 mois;Etudiant;OUI;ACCQ$$SE
300286;2993c19d2a814230;3f1fbc38572a5530;f6457d086f71d6c6;ING;36 mois;Etudiant;OUI;RIO$$ACCQ
300287;4cd9873d8f03c684;537417712c468306;30d3a6e443badc8e;ING;36 mois;Etudiant;OUI;RIO$$IMA
300288;46cb67ff8d180de5;11e96d394985d0f2;eb97e68fc85f7e40;ING;36 mois;Etudiant;NON;DSAI$$RIO
300289;c7438b8389c02379;875f040ada0f6539;d886cb3cf67a1abf;ING;36 mois;Etudiant;NON;RIO$$ACCQ
300290;f7d02347d16ed23e;4766b3180d38e62a;732871f850f6da32;ING;36 mois;Etudiant;NON;DSAI$$SE
300291;80dbbe5030865571;566649e1e74136b9;d425fc05b15d3256;ING;36 mois;Etudiant;NON;SE$$TELECOM
300292;d758ae56ed5e8a86;06c9ce234173fc41;57471272a288a451;ING;36 mois;Etudiant;NON;GIN$$MODS
300293;64724e2d2ae58a01;00002a5226f3eb10;4bac3998524f9f24;ING;36 mois;Etudiant;NON;MODS$$RIO
300294;1acf1de011087cba;2b84cc37d487ab1b;95c11f1d67deb054;ING;36 mois;Etudiant;NON;SLR$$DSAI
300295;13c830885ff76c62;c87424c959d9507d;4bd63982e1c9c5bb;ING;36 mois;Etudiant;NON;GIN$$IMA
300296;15c7ba59602fc9d8;9073b758a4e1a191;97666b68a3c74323;ING;36 mois;Etudiant;NON;DSAI$$RIO
300297;e316726f64ca71d1;22fac3ed0056003a;d3407caff893d06c;ING;36 mois;Etudiant;NON;DSAI$$MODS
300298;41292393977cfa04;d6556427e8aad228;194d1b0a7fcdd133;ING;36 mois;Etudiant;NON;MITRO$$RIO
300299;01616bcc20c4e2a6;3568ab1d5d3ffd46;8913790e6a97f4d1;ING;36 mois;Etudiant;NON;DSAI$$MODS
300300;313be01b29950e85;cdc9e294bc74a390;965635794dc1d0f4;ING;36 mois;Etudiant;NON;TELECOM$$ACCQ
300301;d0e56977ab74090b;d34da04cb4d82ccb;d260fd346aa3868c;ING;36 mois;Etudiant;NON;MODS$$MACS
300302;98105f700dcc213c;6226a012c18292a1;ed56ed41b7880fee;ING;36 mois;Etudiant;NON;ACCQ$$IMA
300303;1e4cd44b02ffc152;80c82666e724ab56;bc3e2e0653250c37;ING;36 mois;Etudiant;NON;ACCQ$$MODS
300304;a4efbc366e299815;a14c913d8917e683;cf34ef552052f536;ING;36 mois;Etudiant;NON;DSAI$$IMA
300305;d5afe7d7735ad0a7;e0fdc3ef1cf7c40b;0c42557ba52cb0ae;ING;36 mois;Etudiant;NON;IMA$$SPAI
300306;c42524ace187d905;41a17d8949a229be;e1e2b57cecf650e8;ING;36 mois;Etudiant;NON;SPAI$$DSAI
300307;2effc4df44a6f1a0;c57b180bccae1035;85ab885cec64b957;ING;36 mois;Etudiant;NON;MITRO$$IGR
300308;8c763ac582a5af5a;c55c77ab373cbb0f;8ca0af987069323f;ING;36 mois;Etudiant;NON;ACCQ$$MACS
300309;6a7812b6c92a9e3a;a6365b6df37dea10;843921b5ec3f14f0;ING;36 mois;Etudiant;NON;ACCQ$$SLR
300310;bc54add1adee8954;faa8adba954932da;0401149b772743aa;ING;36 mois;Etudiant;NON;IMA$$MACS
300311;af16d53999ccf4f7;dee9d404b5b96265;34624640921c027d;ING;36 mois;Etudiant;NON;GIN$$CYBER
300312;eb05fc2e55bfea8b;8f4c41a42ec73c15;e3f52e66e650a554;ING;36 mois;Etudiant;NON;IMA$$SLR
300313;53da297475ab76a9;8d3fef75c970a88f;35ee055e251a7ef3;ING;36 mois;Etudiant;NON;ACCQ$$DSAI
300314;a4744034bc165118;feeb6bb57c116089;7c2a3e2b562045b0;ING;36 mois;Etudiant;NON;TELECOM$$DSAI
300315;86160df26f234c14;43653ede413233cc;345131e4ae766196;ING;36 mois;Etudiant;NON;IGR$$TELECOM
300316;05e934953290c4a0;a449c406bbc206b4;f037e3486dbabc94;ING;36 mois;Etudiant;NON;MODS$$MITRO
300317;2404f1d3b5f7f815;1e2dd0d74493aa85;07917130bcfebd92;ING;36 mois;Etudiant;NON;TELECOM$$CYBER
300318;bb9d578f348ed031;133160d73ec82f5d;103be3403a1e261d;ING;36 mois;Etudiant;NON;MITRO$$ACCQ
300319;e7a219b8f96c5360;0d5bbedd8f0630a6;6c5e8dcd42b274f0;ING;36 mois;Etudiant;NON;MODS$$IMA
