PersID;IDDossierEtudiant;Nom;Prénom;CampagneIntitulé;IDCampagne;IDDemande;IDOccur Choix 1;IDOccur Choix 2;IDOccur Choix 3;IDOccur Choix 4;IDOccur Choix 5;IDOccur Choix 6;IDOccur Choix 7;IDOccur Choix 8;IDOccur Choix 9;IDOccur Choix 10;IDOccur Choix 11;IDOccur Choix 12;IDOccur Choix 13;IDOccur Choix 14
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54403;35400;35352;;;;;;;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54404;35956;35955;34316;35773;35076;35954;35810;35776;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54405;33471;36827;35428;36858;35412;35970;;;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54406;36807;36811;;;;;;;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54407;35598;35597;36789;36785;36780;36779;35600;;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54408;36774;36775;;;;;;;;;;;;
300080;300080;0ddb1d7fcb3d48f7;29d860030c6adb34;Campagne synthétique;544;54409;36790;;;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54401;36086;35441;;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54402;36814;36813;36038;36815;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54403;35440;33796;;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54404;37032;35954;35776;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54405;35611;36806;33425;36827;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54406;36811;;;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54407;35598;36780;35597;36789;36779;35600;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54408;36775;36774;35869;;;;;;;;;;;
300081;300081;437e536ca15c024f;d2287b21cc915fe0;Campagne synthétique;544;54409;36794;36791;36790;;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54403;36105;35440;35352;35445;33796;35400;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54404;35776;35956;35955;35810;37032;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54405;35435;35412;35610;36816;33425;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54406;36810;36811;36807;36809;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54407;35600;36779;36785;;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300082;300082;0229bb876ec085d3;29a388ecf7aee0f3;Campagne synthétique;544;54409;36792;36794;;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54402;36813;36815;;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54403;35440;35352;35445;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54404;35954;35956;;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54405;36806;35968;35970;35412;35874;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54406;36811;;;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54407;;;;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54408;36775;35869;36774;;;;;;;;;;;
300083;300083;ab6856f67786767b;4332f01fbaf8f58c;Campagne synthétique;544;54409;36794;;;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54401;35308;36086;;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54402;36814;36813;;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54403;35352;35445;36087;36088;35307;33796;35440;36105;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54404;35956;35809;37032;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54405;35428;36858;36825;35972;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54406;36809;;;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54407;36779;36789;36785;36780;35598;35597;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54408;;;;;;;;;;;;;;
300084;300084;b85878fab5fd6dbb;c8e547387dc644f0;Campagne synthétique;544;54409;36790;36791;36794;;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54401;;;;;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54403;35445;35440;35307;33796;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54404;35771;35773;35809;35955;35776;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54405;36806;35412;35968;36816;35610;35428;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54406;36811;36807;;;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54407;35598;36789;35597;36785;36780;36779;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54408;36774;;;;;;;;;;;;;
300085;300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;Campagne synthétique;544;54409;36790;36792;36794;;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54401;35308;36086;35441;;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54402;36038;36814;36813;36815;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54403;33796;35440;35400;35445;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54404;37032;35776;35771;34316;35076;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54405;35874;34780;;;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54406;36809;36810;36807;36811;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54407;35600;36785;;;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54408;35869;;;;;;;;;;;;;
300086;300086;32f10c23842c9779;e44501bafe8e45ed;Campagne synthétique;544;54409;36794;36791;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54401;36086;;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54402;36815;;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54403;36105;35307;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54404;35955;35954;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54405;35611;36816;33471;36825;36806;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54406;36810;;;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54407;35600;36779;35597;36780;36785;36789;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54408;36775;35869;36774;;;;;;;;;;;
300087;300087;ff90d970b6ddc75c;c782d7898d625493;Campagne synthétique;544;54409;36792;36794;36790;36791;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54401;35308;;;;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54402;36814;36813;36815;36038;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54403;35307;35352;35445;;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54404;35773;34316;35076;;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54405;35428;35972;35970;35874;33425;35968;36825;34689;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54406;36807;36809;36810;36811;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54407;35600;35597;36780;35598;36789;36779;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54408;36775;35869;36774;;;;;;;;;;;
300088;300088;40f6ad9fbe1a2418;c2f568c037ce716e;Campagne synthétique;544;54409;36794;36791;;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54401;35441;35308;36086;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54403;36088;35352;33796;35400;36105;35307;35445;35440;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54404;;;;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54405;35972;35610;34689;36827;36816;36858;35874;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54406;36811;36809;36807;36810;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54407;35597;;;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300089;300089;da0583c701f4b275;f2a11b434f7abe60;Campagne synthétique;544;54409;36792;;;;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54402;36813;;;;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54403;36105;36088;35445;36087;35352;35400;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54404;35809;35956;37032;35955;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54405;34780;33471;35428;35610;34689;35970;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54406;36807;36809;36811;36810;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54407;36779;35598;36789;36785;35600;36780;35597;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300090;300090;98be0c50b7a2c6f4;9ada332145163f63;Campagne synthétique;544;54409;36794;;;;;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54401;36086;35308;35441;;;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54403;36088;35352;35445;35440;35307;36087;33796;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54404;35810;34316;37032;35954;35771;35076;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54405;36816;35412;36827;35435;35874;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54406;36810;36811;36807;;;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54407;36785;35600;36789;35598;36780;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300091;300091;12926337c6675d3b;ed355ca5ebaabdda;Campagne synthétique;544;54409;36790;36791;36792;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54402;36038;36814;36815;36813;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54403;33796;;;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54404;35955;35776;35771;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54405;35435;33471;35970;36806;35610;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54406;36811;36807;;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54407;36789;36785;35600;35597;35598;36780;36779;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54408;36774;35869;36775;;;;;;;;;;;
300092;300092;a08431eb448b7789;2c62af5f391c21ab;Campagne synthétique;544;54409;36794;36790;;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54402;36814;36813;;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54403;35352;36105;;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54404;34316;35809;;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54405;35412;35428;35611;33425;36827;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54406;36807;36811;;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54407;35597;36785;36780;35600;35598;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54408;36774;35869;36775;;;;;;;;;;;
300093;300093;27d9c44a2f1c82cd;44f6fc67728da23d;Campagne synthétique;544;54409;36790;36792;;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54402;36814;36813;;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54403;36105;36088;35440;35445;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54404;;;;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54405;35610;36858;33471;35968;35428;35435;36825;35972;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54406;36807;36810;36809;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54407;36779;36789;35597;35600;36785;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54408;35869;36775;36774;;;;;;;;;;;
300094;300094;2317490a39ef0a66;68f40c18519681e0;Campagne synthétique;544;54409;36790;;;;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54402;36038;36814;36815;36813;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54403;33796;35307;36105;36087;36088;35352;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54404;35955;34316;37032;35076;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54405;35968;33425;35972;36858;33471;35611;36827;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54406;36807;;;;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54407;35600;;;;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54408;36774;;;;;;;;;;;;;
300095;300095;0179afc50bbb9781;8c0874ac42c7d74d;Campagne synthétique;544;54409;36790;36791;36792;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54402;36815;36814;;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54403;35440;35445;33796;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54404;35773;35809;37032;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54405;36858;34689;35874;34780;35970;36806;35972;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54406;36809;36807;36810;36811;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54407;35598;35597;36789;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54408;35869;36774;36775;;;;;;;;;;;
300096;300096;40add9e846345087;770b2f4fb5cff456;Campagne synthétique;544;54409;36792;;;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54401;36086;35441;35308;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54402;36038;36813;;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54403;35445;36088;35400;35352;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54404;37032;35771;35956;35810;35954;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54405;35610;36858;36806;35412;36825;35428;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54406;36811;36809;36810;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54407;36779;36780;35597;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54408;35869;36774;36775;;;;;;;;;;;
300097;300097;cac13ee17c1c169e;c99e5d914ee2354c;Campagne synthétique;544;54409;36792;36794;;;;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54401;36086;;;;;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54402;36038;;;;;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54403;35400;33796;35440;35352;36087;36105;35445;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54404;34316;35954;35955;35771;37032;35810;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54405;35970;36827;33425;35968;34780;35972;35874;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54406;36811;36807;;;;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54407;36785;35598;36779;35600;35597;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54408;35869;36775;;;;;;;;;;;;
300098;300098;c5cc15a45451d99e;95346080eff0f76f;Campagne synthétique;544;54409;36790;36792;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54401;35441;36086;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54402;36038;;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54403;35307;35440;36087;35445;35352;36105;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54404;35956;37032;35773;35955;35954;35810;35076;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54405;36825;36858;33425;35611;34689;35610;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54406;36810;;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54407;35598;35600;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300099;300099;9a213d5595eb129a;bc2d29f438ad6613;Campagne synthétique;544;54409;36790;36791;36792;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54402;36813;36038;;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54403;35352;;;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54404;;;;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54405;36827;35972;33425;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54406;36807;36811;36809;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54407;36789;36779;35598;36780;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54408;35869;36775;36774;;;;;;;;;;;
300100;300100;36dd1ab60698299a;03aac056aaff14f4;Campagne synthétique;544;54409;36794;36792;36790;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54401;35308;36086;;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54403;35352;35307;36088;35400;35440;33796;36105;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54404;35773;35076;;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54405;36806;;;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54406;36807;36810;36809;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54407;36779;36789;35600;35597;35598;36785;36780;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54408;35869;;;;;;;;;;;;;
300101;300101;5c539a18d2f7be96;953b162e0f46af9a;Campagne synthétique;544;54409;36792;36790;36794;36791;;;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54401;36086;;;;;;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54403;36087;35445;33796;35307;35400;35352;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54404;37032;35956;35955;34316;35076;35773;35954;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54405;35428;35970;36825;35412;36816;35874;36858;35435;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54406;36809;;;;;;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54407;35598;35597;36789;36779;36780;36785;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54408;35869;36775;36774;;;;;;;;;;;
300102;300102;9096a6698ae38458;3036ba8497529ae1;Campagne synthétique;544;54409;36790;36794;36791;36792;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54402;36038;36815;36813;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54403;36105;35440;35307;33796;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54404;37032;35771;35809;35956;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54405;35428;;;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54406;36811;36809;36810;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54407;36780;35597;;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54408;35869;;;;;;;;;;;;;
300103;300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;Campagne synthétique;544;54409;36792;36791;36790;;;;;;;;;;;
300104;300104;da752f3ea3e59c23;caf1264044e9ce66;Campagne synthétique;544;54401;35441;;;;;;;;;;;;;
300104;300104;da752f3ea3e59c23;caf1264044e9ce66;Campagne synthétique;544;54402;36814;;;;;;;;;;;;;
300104;300104;da752f3ea3e59c23;caf1264044e9ce66;Campagne synthétique;544;54403;36105;35307;;;;;;;;;;;;
